seq_id,tm
32171,61.015849447252094
31510,61.015849447252094
31990,61.015849447252094
32029,61.015849447252094
32470,61.015849447252094
31608,61.015849447252094
32327,50.59975437264227
31889,50.59975437264227
31522,50.59975437264227
31421,50.59975437264227
32013,50.59975437264227
32149,50.59975437264227
32107,50.59975437264227
31820,50.59975437264227
31976,50.59975437264227
31829,50.59975437264227
31439,50.59975437264227
31855,50.59975437264227
33083,50.18668305209706
33479,50.18668305209706
32751,50.18668305209706
33315,50.18668305209706
33064,50.18668305209706
33646,50.18668305209706
33733,50.18668305209706
32994,50.18668305209706
32777,50.18668305209706
33196,50.18668305209706
33266,50.18668305209706
33199,50.18668305209706
33312,50.18668305209706
31436,49.680735377125444
31852,49.680735377125444
32323,49.680735377125444
32103,49.680735377125444
31972,49.680735377125444
31817,49.680735377125444
31461,49.680735377125444
31887,49.680735377125444
32146,49.680735377125444
31519,49.680735377125444
32009,49.680735377125444
31417,49.680735377125444
32351,49.680735377125444
33066,49.37440207014311
32995,49.37440207014311
33453,49.37440207014311
33735,49.37440207014311
32779,49.37440207014311
33268,49.37440207014311
33743,49.37440207014311
31437,49.302906884223965
32105,49.302906884223965
31827,49.302906884223965
31463,49.302906884223965
31819,49.302906884223965
31521,49.302906884223965
32325,49.302906884223965
31419,49.302906884223965
31974,49.302906884223965
31704,49.302906884223965
32353,49.302906884223965
32011,49.302906884223965
31981,49.24138066147849
31446,49.24138066147849
32150,49.24138066147849
31703,49.24138066147849
31516,49.24138066147849
31460,49.24138066147849
32101,49.24138066147849
31839,49.13265643336348
32033,49.13265643336348
31612,49.13265643336348
31513,49.13265643336348
31994,49.13265643336348
32129,49.13265643336348
32243,49.13265643336348
31907,49.13265643336348
31750,49.13265643336348
32183,49.13265643336348
31456,49.13265643336348
32473,49.13265643336348
32154,49.083828988420365
31427,49.083828988420365
32020,49.083828988420365
31983,49.083828988420365
32334,49.083828988420365
31527,49.083828988420365
31834,49.083828988420365
31861,49.083828988420365
31822,49.083828988420365
31894,49.083828988420365
31447,49.083828988420365
31467,49.083828988420365
31857,48.43568062570988
31441,48.43568062570988
31830,48.43568062570988
31705,48.43568062570988
31423,48.43568062570988
32329,48.43568062570988
32356,48.43568062570988
31978,48.43568062570988
31891,48.43568062570988
32015,48.43568062570988
32108,48.43568062570988
31424,48.41097696842301
31979,48.41097696842301
32017,48.41097696842301
31706,48.41097696842301
31465,48.41097696842301
32331,48.41097696842301
31893,48.41097696842301
31524,48.41097696842301
32152,48.41097696842301
31443,48.41097696842301
32919,48.29644519590006
33299,48.29644519590006
32629,48.29644519590006
32966,48.29644519590006
33081,48.29644519590006
33397,48.29644519590006
33062,48.29644519590006
32882,48.29644519590006
33654,48.29644519590006
33740,48.29644519590006
31517,48.27268697070927
32102,48.27268697070927
31825,48.27268697070927
31700,48.27268697070927
31885,48.27268697070927
31970,48.27268697070927
32007,48.27268697070927
31850,48.27268697070927
32145,48.27268697070927
31674,48.27268697070927
31459,48.27268697070927
31435,48.27268697070927
31884,48.241514803734745
31980,48.241514803734745
31444,48.241514803734745
32357,48.241514803734745
31525,48.241514803734745
31859,48.241514803734745
32153,48.241514803734745
31425,48.241514803734745
32332,48.241514803734745
32018,48.241514803734745
31832,48.241514803734745
33480,48.238955366389284
33742,48.238955366389284
33065,48.238955366389284
33734,48.238955366389284
32935,48.238955366389284
33267,48.238955366389284
33197,48.238955366389284
32752,48.238955366389284
32778,48.238955366389284
33313,48.238955366389284
33647,48.238955366389284
33200,48.238955366389284
33084,48.238955366389284
32315,47.93409911626359
32066,47.93409911626359
31487,47.93409911626359
31529,47.93409911626359
31967,47.93409911626359
31984,47.89134864316526
31742,47.89134864316526
32022,47.89134864316526
32237,47.89134864316526
31504,47.89134864316526
31902,47.89134864316526
32467,47.89134864316526
32166,47.89134864316526
32148,47.51258401530184
31975,47.51258401530184
31438,47.51258401530184
31854,47.51258401530184
31420,47.51258401530184
31676,47.51258401530184
32326,47.51258401530184
31828,47.51258401530184
32354,47.51258401530184
32106,47.51258401530184
31464,47.51258401530184
32012,47.51258401530184
31659,47.36265010930066
32310,47.36265010930066
31718,47.36265010930066
31730,47.36265010930066
32348,47.36265010930066
31666,47.36265010930066
32202,47.36265010930066
32558,47.36265010930066
31802,47.36265010930066
32119,47.36265010930066
31397,47.36265010930066
31497,47.36265010930066
32437,47.36265010930066
31848,47.36265010930066
32514,47.36265010930066
32490,47.36265010930066
31778,47.36265010930066
32391,47.36265010930066
32239,47.332682059300645
32916,47.332682059300645
32123,47.332682059300645
33737,47.332682059300645
32027,47.332682059300645
31749,47.332682059300645
33649,47.332682059300645
32008,47.28955143253926
32322,47.28955143253926
32350,47.28955143253926
31851,47.28955143253926
31886,47.28955143253926
31416,47.28955143253926
31701,47.28955143253926
31518,47.28955143253926
31816,47.28955143253926
31971,47.28955143253926
32444,47.28524561378631
32223,47.28524561378631
32410,47.28524561378631
31760,47.28524561378631
32861,47.158008295001835
33278,47.158008295001835
32952,47.158008295001835
33625,47.158008295001835
32582,47.158008295001835
32884,47.158008295001835
31458,47.084583517353344
31824,47.084583517353344
31515,47.084583517353344
32349,47.084583517353344
31673,47.084583517353344
31849,47.084583517353344
32006,47.084583517353344
31969,47.084583517353344
32321,47.084583517353344
31815,47.084583517353344
31434,47.084583517353344
31415,47.084583517353344
32520,46.802690709039055
31809,46.802690709039055
32003,46.802690709039055
32338,46.802690709039055
32397,46.802690709039055
32507,46.802690709039055
32498,46.802690709039055
31670,46.802690709039055
31713,46.802690709039055
31958,46.802690709039055
31646,46.802690709039055
31678,46.686939433457795
31892,46.686939433457795
31858,46.686939433457795
32109,46.686939433457795
31831,46.686939433457795
32016,46.686939433457795
32151,46.686939433457795
32330,46.686939433457795
31883,46.686939433457795
31523,46.686939433457795
31442,46.686939433457795
31926,46.64393966792628
31552,46.64393966792628
32401,46.64393966792628
32245,46.64393966792628
31426,46.622846256819074
31707,46.622846256819074
32019,46.622846256819074
31833,46.622846256819074
31860,46.622846256819074
31821,46.622846256819074
32333,46.622846256819074
31526,46.622846256819074
31445,46.622846256819074
32110,46.622846256819074
31982,46.622846256819074
31466,46.622846256819074
32542,46.55091024261643
31632,46.55091024261643
32051,46.55091024261643
31947,46.55091024261643
32364,46.55091024261643
31541,46.55091024261643
32120,46.55091024261643
31580,46.51855601946974
32069,46.51855601946974
31954,46.51855601946974
32492,46.51855601946974
32112,46.51855601946974
31679,46.51855601946974
32392,46.51855601946974
32378,46.51855601946974
31997,46.51855601946974
31640,46.51855601946974
31804,46.51855601946974
31922,46.51855601946974
33237,46.51782841415127
33503,46.51782841415127
33679,46.51782841415127
31806,46.458990391245074
31710,46.458990391245074
32518,46.458990391245074
31641,46.458990391245074
32494,46.458990391245074
31668,46.458990391245074
31955,46.458990391245074
31581,46.458990391245074
31999,46.458990391245074
32504,46.458990391245074
32394,46.458990391245074
32070,46.458990391245074
33198,46.34891083639138
32776,46.34891083639138
33063,46.34891083639138
32750,46.34891083639138
33645,46.34891083639138
33265,46.34891083639138
33082,46.34891083639138
33478,46.34891083639138
33195,46.34891083639138
33314,46.34891083639138
33741,46.34891083639138
33311,46.34891083639138
31448,46.328722140806796
31603,46.328722140806796
31741,46.328722140806796
32236,46.328722140806796
32021,46.328722140806796
32165,46.328722140806796
31503,46.328722140806796
32271,46.30408233898347
32188,46.30408233898347
32210,46.30408233898347
31405,46.30408233898347
31890,46.3023176359033
31422,46.3023176359033
31977,46.3023176359033
31882,46.3023176359033
32328,46.3023176359033
31677,46.3023176359033
32355,46.3023176359033
31440,46.3023176359033
32014,46.3023176359033
31856,46.3023176359033
